

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Egypt",818,"Population density",4107,2012,86.2971121873,"E","","0"
"Egypt",818,"Population density",4107,2017,96.30295172,"E","","0"
"Egypt",818,"Gross Domestic Product (GDP)",4112,1992,4.5789045447E10,"X","","0"
"Egypt",818,"Gross Domestic Product (GDP)",4112,1997,8.1571756042E10,"X","","0"
"Egypt",818,"Gross Domestic Product (GDP)",4112,2002,8.6521730139E10,"X","","0"
"Egypt",818,"Gross Domestic Product (GDP)",4112,2007,1.32165346646E11,"X","","0"
"Egypt",818,"Gross Domestic Product (GDP)",4112,2012,2.76536289418E11,"X","","0"
"Egypt",818,"Gross Domestic Product (GDP)",4112,2017,1.95135299313E11,"X","","0"
"Egypt",818,"GDP per capita",4458,1992,762.699036,"X","","0"
"Egypt",818,"GDP per capita",4458,1997,1233.1123,"X","","0"
"Egypt",818,"GDP per capita",4458,2002,1191.921608,"X","","0"
"Egypt",818,"GDP per capita",4458,2007,1661.678543,"X","","0"
"Egypt",818,"GDP per capita",4458,2012,3149.140561,"X","","0"
"Egypt",818,"GDP per capita",4458,2017,2000.297246,"X","","0"
"Egypt",818,"Agriculture, value added (% GDP)",4113,1992,15.180997,"X","","0"
"Egypt",818,"Agriculture, value added (% GDP)",4113,1997,13.315672,"X","","0"
"Egypt",818,"Agriculture, value added (% GDP)",4113,2002,11.734945,"X","","0"
"Egypt",818,"Agriculture, value added (% GDP)",4113,2007,13.419964,"X","","0"
"Egypt",818,"Agriculture, value added (% GDP)",4113,2012,11.272631,"X","","0"
"Egypt",818,"Agriculture, value added (% GDP)",4113,2017,11.485285,"X","","0"
"Egypt",818,"Agriculture, value added to GDP",4548,1992,6.951233678E9,"X","","7015"
"Egypt",818,"Agriculture, value added to GDP",4548,1997,1.0861827624E10,"X","","7015"
"Egypt",818,"Agriculture, value added to GDP",4548,2002,1.0153277322E10,"X","","7015"
"Egypt",818,"Agriculture, value added to GDP",4548,2007,1.7736541999E10,"X","","7015"
"Egypt",818,"Agriculture, value added to GDP",4548,2012,3.1172916377E10,"X","","7015"
"Egypt",818,"Agriculture, value added to GDP",4548,2017,2.2411845852E10,"X","","7015"
"Egypt",818,"Industry, value added to GDP",4546,1992,1.3726627201E10,"X","","7015"
"Egypt",818,"Industry, value added to GDP",4546,1997,2.5934315007E10,"X","","7015"
"Egypt",818,"Industry, value added to GDP",4546,2002,2.6250325086E10,"X","","7015"
"Egypt",818,"Industry, value added to GDP",4546,2007,4.4061722553E10,"X","","7015"
"Egypt",818,"Industry, value added to GDP",4546,2012,1.02361E11,"X","","7015"
"Egypt",818,"Industry, value added to GDP",4546,2017,6.1443865638E10,"X","","7015"
"Egypt",818,"Services, value added to GDP",4547,1992,2.151200892E10,"X","","7015"
"Egypt",818,"Services, value added to GDP",4547,1997,4.1576470515E10,"X","","7015"
"Egypt",818,"Services, value added to GDP",4547,2002,4.4578249324E10,"X","","7015"
"Egypt",818,"Services, value added to GDP",4547,2007,6.4258873911E10,"X","","7015"
"Egypt",818,"Services, value added to GDP",4547,2012,1.49347E11,"X","","7015"
"Egypt",818,"Services, value added to GDP",4547,2017,1.07878E11,"X","","7015"
"Egypt",818,"Human Development Index (HDI) [highest = 1]",4111,1992,0.557,"X","","7016"
"Egypt",818,"Human Development Index (HDI) [highest = 1]",4111,1997,0.591,"X","","7016"
"Egypt",818,"Human Development Index (HDI) [highest = 1]",4111,2002,0.621,"X","","7016"
"Egypt",818,"Human Development Index (HDI) [highest = 1]",4111,2007,0.651,"X","","7016"
"Egypt",818,"Human Development Index (HDI) [highest = 1]",4111,2012,0.676,"X","","7016"
"Egypt",818,"Human Development Index (HDI) [highest = 1]",4111,2017,0.696,"X","","7016"
"Egypt",818,"Gender Inequality Index (GII) [equality = 0; inequality = 1)",4537,2002,0.6376,"I","","0"
"Egypt",818,"Gender Inequality Index (GII) [equality = 0; inequality = 1)",4537,2007,0.598,"I","","0"
"Egypt",818,"Gender Inequality Index (GII) [equality = 0; inequality = 1)",4537,2012,0.583,"I","","0"
"Egypt",818,"Gender Inequality Index (GII) [equality = 0; inequality = 1)",4537,2017,0.5726,"I","","0"
"Egypt",818,"Prevalence of undernourishment (3-year average)",4474,2002,5.3,"X","","0"
"Egypt",818,"Prevalence of undernourishment (3-year average)",4474,2007,6.1,"X","","0"
"Egypt",818,"Prevalence of undernourishment (3-year average)",4474,2012,5.1,"X","","0"
"Egypt",818,"Prevalence of undernourishment (3-year average)",4474,2017,4.7,"X","","0"
"Egypt",818,"Number of people undernourished (3-year average)",4473,1992,,"","","5720"
"Egypt",818,"Number of people undernourished (3-year average)",4473,1997,,"","","5720"
"Egypt",818,"Number of people undernourished (3-year average)",4473,2002,3700.0,"X","","0"
"Egypt",818,"Number of people undernourished (3-year average)",4473,2007,4700.0,"X","","0"
"Egypt",818,"Number of people undernourished (3-year average)",4473,2012,4300.0,"X","","0"
"Egypt",818,"Number of people undernourished (3-year average)",4473,2017,4500.0,"X","","0"
"Egypt",818,"% of agricultural GVA produced by irrigated agriculture",4555,1992,100.0,"E","[6]","6749"
"Egypt",818,"% of agricultural GVA produced by irrigated agriculture",4555,1997,100.0,"E","[7]","6749"
"Egypt",818,"% of agricultural GVA produced by irrigated agriculture",4555,2002,100.0,"E","[8]","6749"
"Egypt",818,"% of agricultural GVA produced by irrigated agriculture",4555,2007,100.0,"E","[9]","6749"
"Egypt",818,"% of agricultural GVA produced by irrigated agriculture",4555,2012,100.0,"E","[10]","6749"
"Egypt",818,"% of agricultural GVA produced by irrigated agriculture",4555,2017,100.0,"I","","0"
"Egypt",818,"GDP Deflator (2015)",4558,1992,38.3728,"X","","0"
"Egypt",818,"GDP Deflator (2015)",4558,1997,55.1309,"X","","0"
"Egypt",818,"GDP Deflator (2015)",4558,2002,47.0608,"X","","0"
"Egypt",818,"GDP Deflator (2015)",4558,2007,56.0153,"X","","0"
"Egypt",818,"GDP Deflator (2015)",4558,2012,95.5278,"X","","0"
"Egypt",818,"GDP Deflator (2015)",4558,2017,56.4924,"X","","0"
"Egypt",818,"Long-term average annual precipitation in depth",4151,1992,18.1,"","","6783"
"Egypt",818,"Long-term average annual precipitation in depth",4151,1997,18.1,"","","6783"
"Egypt",818,"Long-term average annual precipitation in depth",4151,2002,18.1,"","","6783"
"Egypt",818,"Long-term average annual precipitation in depth",4151,2007,18.1,"","","6783"
"Egypt",818,"Long-term average annual precipitation in depth",4151,2012,18.1,"","","6783"
"Egypt",818,"Long-term average annual precipitation in depth",4151,2017,18.1,"","","6783"
"Egypt",818,"Long-term average annual precipitation in volume",4150,1992,18.126245,"E","","0"
"Egypt",818,"Long-term average annual precipitation in volume",4150,1997,18.126245,"E","","0"
"Egypt",818,"Long-term average annual precipitation in volume",4150,2002,18.126245,"E","","0"
"Egypt",818,"Long-term average annual precipitation in volume",4150,2007,18.126245,"E","","0"
"Egypt",818,"Long-term average annual precipitation in volume",4150,2012,18.126245,"E","","0"
"Egypt",818,"Long-term average annual precipitation in volume",4150,2017,18.126245,"E","","0"
"Egypt",818,"National Rainfall Index (NRI)",4472,1992,170.4,"X","","5966"
"Egypt",818,"National Rainfall Index (NRI)",4472,1997,96.0333333333,"I","","0"
"Egypt",818,"National Rainfall Index (NRI)",4472,2002,106.6,"X","","5966"
"Egypt",818,"National Rainfall Index (NRI)",4472,2007,106.6,"I","","0"
"Egypt",818,"National Rainfall Index (NRI)",4472,2012,106.6,"I","","0"
"Egypt",818,"National Rainfall Index (NRI)",4472,2017,106.6,"I","","0"
"Egypt",818,"Surface water produced internally",4155,1992,0.5,"","","1534"
"Egypt",818,"Surface water produced internally",4155,1997,0.5,"","","1534"
"Egypt",818,"Surface water produced internally",4155,2002,0.5,"","","1534"
"Egypt",818,"Surface water produced internally",4155,2007,0.5,"","","1534"
"Egypt",818,"Surface water produced internally",4155,2012,0.5,"","","1534"
"Egypt",818,"Surface water produced internally",4155,2017,0.5,"","","6433"
"Egypt",818,"Groundwater produced internally",4154,1992,0.5,"","[11]","6784"
"Egypt",818,"Groundwater produced internally",4154,1997,0.5,"","[12]","6784"
"Egypt",818,"Groundwater produced internally",4154,2002,0.5,"","[13]","6784"
"Egypt",818,"Groundwater produced internally",4154,2007,0.5,"","[14]","6784"
"Egypt",818,"Groundwater produced internally",4154,2012,0.5,"","[15]","6784"
"Egypt",818,"Groundwater produced internally",4154,2017,0.5,"","[16]","6784"
"Egypt",818,"Overlap between surface water and groundwater",4156,1992,0.0,"","[17]","1534"
"Egypt",818,"Overlap between surface water and groundwater",4156,1997,0.0,"","[18]","1534"
"Egypt",818,"Overlap between surface water and groundwater",4156,2002,0.0,"","[19]","1534"
"Egypt",818,"Overlap between surface water and groundwater",4156,2007,0.0,"","[20]","1534"
"Egypt",818,"Overlap between surface water and groundwater",4156,2012,0.0,"","[21]","1534"
"Egypt",818,"Overlap between surface water and groundwater",4156,2017,0.0,"","","6433"
"Egypt",818,"Total internal renewable water resources (IRWR)",4157,1992,1.0,"E","[22]","0"
"Egypt",818,"Total internal renewable water resources (IRWR)",4157,1997,1.0,"E","[23]","0"
"Egypt",818,"Total internal renewable water resources (IRWR)",4157,2002,1.0,"E","[24]","0"
"Egypt",818,"Total internal renewable water resources (IRWR)",4157,2007,1.0,"E","[25]","0"
"Egypt",818,"Total internal renewable water resources (IRWR)",4157,2012,1.0,"E","[26]","0"
"Egypt",818,"Total internal renewable water resources (IRWR)",4157,2017,1.0,"E","","0"
"Egypt",818,"Total internal renewable water resources per capita",4158,1992,17.0454117382,"E","","0"
"Egypt",818,"Total internal renewable water resources per capita",4158,1997,15.41015594,"E","","0"
"Egypt",818,"Total internal renewable water resources per capita",4158,2002,13.9889403158,"E","","0"
"Egypt",818,"Total internal renewable water resources per capita",4158,2007,12.7824725101,"E","","0"
"Egypt",818,"Total internal renewable water resources per capita",4158,2012,11.5710951867,"E","","0"
"Egypt",818,"Total internal renewable water resources per capita",4158,2017,10.3688628606,"E","","0"
"Egypt",818,"Surface water: entering the country (total)",4159,1992,84.0,"","","1534"
"Egypt",818,"Surface water: entering the country (total)",4159,1997,84.0,"","","1534"
"Egypt",818,"Surface water: entering the country (total)",4159,2002,84.0,"","","1534"
"Egypt",818,"Surface water: entering the country (total)",4159,2007,84.0,"","","1534"
"Egypt",818,"Surface water: entering the country (total)",4159,2012,84.0,"","","1534"
"Egypt",818,"Surface water: entering the country (total)",4159,2017,84.0,"","","6433"
"Egypt",818,"Surface water: inflow not submitted to treaties",4160,1992,0.0,"","","771"
"Egypt",818,"Surface water: inflow not submitted to treaties",4160,1997,0.0,"","","771"
"Egypt",818,"Surface water: inflow not submitted to treaties",4160,2002,0.0,"","","771"
"Egypt",818,"Surface water: inflow not submitted to treaties",4160,2007,0.0,"","","771"
"Egypt",818,"Surface water: inflow not submitted to treaties",4160,2012,0.0,"","","771"
"Egypt",818,"Surface water: inflow not submitted to treaties",4160,2017,0.0,"","","6433"
"Egypt",818,"Surface water: inflow submitted to treaties",4161,1992,84.0,"","","1534"
"Egypt",818,"Surface water: inflow submitted to treaties",4161,1997,84.0,"","","1534"
"Egypt",818,"Surface water: inflow submitted to treaties",4161,2002,84.0,"","","1534"
"Egypt",818,"Surface water: inflow submitted to treaties",4161,2007,84.0,"","","1534"
"Egypt",818,"Surface water: inflow submitted to treaties",4161,2012,84.0,"","","1534"
"Egypt",818,"Surface water: inflow submitted to treaties",4161,2017,84.0,"","","6433"
"Egypt",818,"Surface water: inflow secured through treaties",4162,1992,55.5,"","[27]","1534"
"Egypt",818,"Surface water: inflow secured through treaties",4162,1997,55.5,"","[28]","1534"
"Egypt",818,"Surface water: inflow secured through treaties",4162,2002,55.5,"","[29]","1534"
"Egypt",818,"Surface water: inflow secured through treaties",4162,2007,55.5,"","[30]","1534"
"Egypt",818,"Surface water: inflow secured through treaties",4162,2012,55.5,"","[31]","1534"
"Egypt",818,"Surface water: inflow secured through treaties",4162,2017,55.5,"","","6433"
"Egypt",818,"Surface water: total flow of border rivers",4165,1992,0.0,"","","1534"
"Egypt",818,"Surface water: total flow of border rivers",4165,1997,0.0,"","","1534"
"Egypt",818,"Surface water: total flow of border rivers",4165,2002,0.0,"","","1534"
"Egypt",818,"Surface water: total flow of border rivers",4165,2007,0.0,"","","1534"
"Egypt",818,"Surface water: total flow of border rivers",4165,2012,0.0,"","","1534"
"Egypt",818,"Surface water: total flow of border rivers",4165,2017,0.0,"","","6433"
"Egypt",818,"Surface water: accounted flow of border rivers",4168,1992,0.0,"","","771"
"Egypt",818,"Surface water: accounted flow of border rivers",4168,1997,0.0,"","","771"
"Egypt",818,"Surface water: accounted flow of border rivers",4168,2002,0.0,"","","771"
"Egypt",818,"Surface water: accounted flow of border rivers",4168,2007,0.0,"","","771"
"Egypt",818,"Surface water: accounted flow of border rivers",4168,2012,0.0,"","","771"
"Egypt",818,"Surface water: accounted flow of border rivers",4168,2017,0.0,"","","6433"
"Egypt",818,"Surface water: accounted inflow",4164,1992,55.5,"E","","0"
"Egypt",818,"Surface water: accounted inflow",4164,1997,55.5,"E","","0"
"Egypt",818,"Surface water: accounted inflow",4164,2002,55.5,"E","","0"
"Egypt",818,"Surface water: accounted inflow",4164,2007,55.5,"E","","0"
"Egypt",818,"Surface water: accounted inflow",4164,2012,55.5,"E","","0"
"Egypt",818,"Surface water: accounted inflow",4164,2017,55.5,"E","","0"
"Egypt",818,"Surface water: leaving the country to other countries (total)",4171,1992,0.0,"","","1534"
"Egypt",818,"Surface water: leaving the country to other countries (total)",4171,1997,0.0,"","","1534"
"Egypt",818,"Surface water: leaving the country to other countries (total)",4171,2002,0.0,"","","1534"
"Egypt",818,"Surface water: leaving the country to other countries (total)",4171,2007,0.0,"","","1534"
"Egypt",818,"Surface water: leaving the country to other countries (total)",4171,2012,0.0,"","","1534"
"Egypt",818,"Surface water: leaving the country to other countries (total)",4171,2017,0.0,"","","6433"
"Egypt",818,"Surface water: outflow to other countries not submitted to treaties",4172,1992,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries not submitted to treaties",4172,1997,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries not submitted to treaties",4172,2002,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries not submitted to treaties",4172,2007,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries not submitted to treaties",4172,2012,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries not submitted to treaties",4172,2017,0.0,"E","","6433"
"Egypt",818,"Surface water: outflow to other countries submitted to treaties",4173,1992,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries submitted to treaties",4173,1997,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries submitted to treaties",4173,2002,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries submitted to treaties",4173,2007,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries submitted to treaties",4173,2012,0.0,"E","","6043"
"Egypt",818,"Surface water: outflow to other countries submitted to treaties",4173,2017,0.0,"E","","6433"
"Egypt",818,"Surface water: outflow to other countries secured through treaties",4174,1992,0.0,"","","771"
"Egypt",818,"Surface water: outflow to other countries secured through treaties",4174,1997,0.0,"","","771"
"Egypt",818,"Surface water: outflow to other countries secured through treaties",4174,2002,0.0,"","","771"
"Egypt",818,"Surface water: outflow to other countries secured through treaties",4174,2007,0.0,"","","771"
"Egypt",818,"Surface water: outflow to other countries secured through treaties",4174,2012,0.0,"","","771"
"Egypt",818,"Surface water: outflow to other countries secured through treaties",4174,2017,0.0,"","","6433"
"Egypt",818,"Surface water: total external renewable",4176,1992,55.5,"E","","0"
"Egypt",818,"Surface water: total external renewable",4176,1997,55.5,"E","","0"
"Egypt",818,"Surface water: total external renewable",4176,2002,55.5,"E","","0"
"Egypt",818,"Surface water: total external renewable",4176,2007,55.5,"E","","0"
"Egypt",818,"Surface water: total external renewable",4176,2012,55.5,"E","","0"
"Egypt",818,"Surface water: total external renewable",4176,2017,55.5,"E","","0"
"Egypt",818,"Groundwater: entering the country (total)",4177,1992,1.0,"","[32]","5959"
"Egypt",818,"Groundwater: entering the country (total)",4177,1997,1.0,"","[33]","5959"
"Egypt",818,"Groundwater: entering the country (total)",4177,2002,1.0,"","[34]","5959"
"Egypt",818,"Groundwater: entering the country (total)",4177,2007,1.0,"","[35]","5959"
"Egypt",818,"Groundwater: entering the country (total)",4177,2012,1.0,"","[36]","5959"
"Egypt",818,"Groundwater: entering the country (total)",4177,2017,1.0,"","","6433"
"Egypt",818,"Groundwater: accounted inflow",4452,1992,1.0,"","","5959"
"Egypt",818,"Groundwater: accounted inflow",4452,1997,1.0,"","","5959"
"Egypt",818,"Groundwater: accounted inflow",4452,2002,1.0,"","","5959"
"Egypt",818,"Groundwater: accounted inflow",4452,2007,1.0,"","","5959"
"Egypt",818,"Groundwater: accounted inflow",4452,2012,1.0,"","","5959"
"Egypt",818,"Groundwater: accounted inflow",4452,2017,1.0,"","","6433"
"Egypt",818,"Groundwater: leaving the country to other countries (total)",4178,1992,0.0,"","","1534"
"Egypt",818,"Groundwater: leaving the country to other countries (total)",4178,1997,0.0,"","","1534"
"Egypt",818,"Groundwater: leaving the country to other countries (total)",4178,2002,0.0,"","","1534"
"Egypt",818,"Groundwater: leaving the country to other countries (total)",4178,2007,0.0,"","","1534"
"Egypt",818,"Groundwater: leaving the country to other countries (total)",4178,2012,0.0,"","","1534"
"Egypt",818,"Groundwater: leaving the country to other countries (total)",4178,2017,0.0,"","","6433"
"Egypt",818,"Groundwater: accounted outflow to other countries",4453,1992,0.0,"E","","6043"
"Egypt",818,"Groundwater: accounted outflow to other countries",4453,1997,0.0,"E","","6043"
"Egypt",818,"Groundwater: accounted outflow to other countries",4453,2002,0.0,"E","","6043"
"Egypt",818,"Groundwater: accounted outflow to other countries",4453,2007,0.0,"E","","6043"
"Egypt",818,"Groundwater: accounted outflow to other countries",4453,2012,0.0,"E","","6043"
"Egypt",818,"Groundwater: accounted outflow to other countries",4453,2017,0.0,"E","","6433"
"Egypt",818,"Water resources: total external renewable",4182,1992,56.5,"E","","0"
"Egypt",818,"Water resources: total external renewable",4182,1997,56.5,"E","","0"
"Egypt",818,"Water resources: total external renewable",4182,2002,56.5,"E","","0"
"Egypt",818,"Water resources: total external renewable",4182,2007,56.5,"E","","0"
"Egypt",818,"Water resources: total external renewable",4182,2012,56.5,"E","","0"
"Egypt",818,"Water resources: total external renewable",4182,2017,56.5,"E","","0"
"Egypt",818,"Total renewable surface water",4185,1992,56.0,"E","","0"
"Egypt",818,"Total renewable surface water",4185,1997,56.0,"E","","0"
"Egypt",818,"Total renewable surface water",4185,2002,56.0,"E","","0"
"Egypt",818,"Total renewable surface water",4185,2007,56.0,"E","","0"
"Egypt",818,"Total renewable surface water",4185,2012,56.0,"E","","0"
"Egypt",818,"Total renewable surface water",4185,2017,56.0,"E","","0"
"Egypt",818,"Total renewable groundwater",4187,1992,1.5,"E","","0"
"Egypt",818,"Total renewable groundwater",4187,1997,1.5,"E","","0"
"Egypt",818,"Total renewable groundwater",4187,2002,1.5,"E","","0"
"Egypt",818,"Total renewable groundwater",4187,2007,1.5,"E","","0"
"Egypt",818,"Total renewable groundwater",4187,2012,1.5,"E","","0"
"Egypt",818,"Total renewable groundwater",4187,2017,1.5,"E","","0"
"Egypt",818,"Overlap: between surface water and groundwater",4536,1992,0.0,"E","","0"
"Egypt",818,"Overlap: between surface water and groundwater",4536,1997,0.0,"E","","0"
"Egypt",818,"Overlap: between surface water and groundwater",4536,2002,0.0,"E","","0"
"Egypt",818,"Overlap: between surface water and groundwater",4536,2007,0.0,"E","","0"
"Egypt",818,"Overlap: between surface water and groundwater",4536,2012,0.0,"E","","0"
"Egypt",818,"Overlap: between surface water and groundwater",4536,2017,0.0,"E","","0"
"Egypt",818,"Total renewable water resources",4188,1992,57.5,"E","","0"
"Egypt",818,"Total renewable water resources",4188,1997,57.5,"E","","0"
"Egypt",818,"Total renewable water resources",4188,2002,57.5,"E","","0"
"Egypt",818,"Total renewable water resources",4188,2007,57.5,"E","","0"
"Egypt",818,"Total renewable water resources",4188,2012,57.5,"E","","0"
"Egypt",818,"Total renewable water resources",4188,2017,57.5,"E","","0"
"Egypt",818,"Dependency ratio",4192,1992,98.2608695652,"E","","0"
"Egypt",818,"Dependency ratio",4192,1997,98.2608695652,"E","","0"
"Egypt",818,"Dependency ratio",4192,2002,98.2608695652,"E","","0"
"Egypt",818,"Dependency ratio",4192,2007,98.2608695652,"E","","0"
"Egypt",818,"Dependency ratio",4192,2012,98.2608695652,"E","","0"
"Egypt",818,"Dependency ratio",4192,2017,98.2608695652,"E","","0"
"Egypt",818,"Total renewable water resources per capita",4190,1992,980.1111749481,"E","","0"
"Egypt",818,"Total renewable water resources per capita",4190,1997,886.0839665495,"E","","0"
"Egypt",818,"Total renewable water resources per capita",4190,2002,804.364068159,"E","","0"
"Egypt",818,"Total renewable water resources per capita",4190,2007,734.9921693295,"E","","0"
"Egypt",818,"Total renewable water resources per capita",4190,2012,665.3379732345,"E","","0"
"Egypt",818,"Total renewable water resources per capita",4190,2017,596.2096144845,"E","","0"
"Egypt",818,"Exploitable: regular renewable surface water",4193,2000,,"","","0"
"Egypt",818,"Exploitable: irregular renewable surface water",4194,1992,49.0,"","","1534"
"Egypt",818,"Exploitable: irregular renewable surface water",4194,1997,49.0,"","","1534"
"Egypt",818,"Exploitable: irregular renewable surface water",4194,2002,49.0,"","","1534"
"Egypt",818,"Exploitable: irregular renewable surface water",4194,2007,49.0,"","","1534"
"Egypt",818,"Exploitable: irregular renewable surface water",4194,2012,49.0,"","","1534"
"Egypt",818,"Exploitable: irregular renewable surface water",4194,2017,49.0,"","","0"
"Egypt",818,"Exploitable: total renewable surface water",4509,1992,49.0,"E","","0"
"Egypt",818,"Exploitable: total renewable surface water",4509,1997,49.0,"E","","0"
"Egypt",818,"Exploitable: total renewable surface water",4509,2002,49.0,"E","","0"
"Egypt",818,"Exploitable: total renewable surface water",4509,2007,49.0,"E","","0"
"Egypt",818,"Exploitable: total renewable surface water",4509,2012,49.0,"E","","0"
"Egypt",818,"Exploitable: total renewable surface water",4509,2017,49.0,"E","","0"
"Egypt",818,"Exploitable: regular renewable groundwater",4195,1992,0.7,"","","1534"
"Egypt",818,"Exploitable: regular renewable groundwater",4195,1997,0.7,"","","1534"
"Egypt",818,"Exploitable: regular renewable groundwater",4195,2002,0.7,"","","1534"
"Egypt",818,"Exploitable: regular renewable groundwater",4195,2007,0.7,"","","1534"
"Egypt",818,"Exploitable: regular renewable groundwater",4195,2012,0.7,"","","1534"
"Egypt",818,"Exploitable: regular renewable groundwater",4195,2017,0.7,"","","0"
"Egypt",818,"Total exploitable water resources",4196,1992,49.7,"","[37]","1534"
"Egypt",818,"Total exploitable water resources",4196,1997,49.7,"","[38]","1534"
"Egypt",818,"Total exploitable water resources",4196,2002,49.7,"","[39]","1534"
"Egypt",818,"Total exploitable water resources",4196,2007,49.7,"","[40]","1534"
"Egypt",818,"Total exploitable water resources",4196,2012,49.7,"","[41]","1534"
"Egypt",818,"Total exploitable water resources",4196,2017,49.7,"","","0"
"Egypt",818,"Interannual variability (WRI)",4541,2017,1.4,"I","","0"
"Egypt",818,"Seasonal variability (WRI)",4542,2017,2.5,"I","","0"
"Egypt",818,"Total dam capacity",4197,1992,168.196754,"E","","0"
