Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
"Egypt, Arab Rep.",EGY,1989,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,55000
"Egypt, Arab Rep.",EGY,1988,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,53000
"Egypt, Arab Rep.",EGY,1987,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,52290
"Egypt, Arab Rep.",EGY,1986,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,52000
"Egypt, Arab Rep.",EGY,1985,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,51856
"Egypt, Arab Rep.",EGY,1984,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,48500
"Egypt, Arab Rep.",EGY,1983,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,45200
"Egypt, Arab Rep.",EGY,1982,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,41900
"Egypt, Arab Rep.",EGY,1981,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,38639
"Egypt, Arab Rep.",EGY,1980,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,36000
"Egypt, Arab Rep.",EGY,1979,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,34189
"Egypt, Arab Rep.",EGY,1978,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,28300
"Egypt, Arab Rep.",EGY,1977,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,22468
"Egypt, Arab Rep.",EGY,1976,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,22000
"Egypt, Arab Rep.",EGY,1975,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,21500
"Egypt, Arab Rep.",EGY,1974,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,20889
"Egypt, Arab Rep.",EGY,1973,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,20036
"Egypt, Arab Rep.",EGY,1972,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,18500
"Egypt, Arab Rep.",EGY,1971,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,17566
"Egypt, Arab Rep.",EGY,1970,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,17300
"Egypt, Arab Rep.",EGY,1969,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,16962
"Egypt, Arab Rep.",EGY,1968,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,15572
"Egypt, Arab Rep.",EGY,1967,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,15400
"Egypt, Arab Rep.",EGY,1966,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,15000
"Egypt, Arab Rep.",EGY,1965,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,14500
"Egypt, Arab Rep.",EGY,1964,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,14000
"Egypt, Arab Rep.",EGY,1963,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,13500
"Egypt, Arab Rep.",EGY,1962,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,13200
"Egypt, Arab Rep.",EGY,1961,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,12837
"Egypt, Arab Rep.",EGY,2018,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,40.3247006133775
"Egypt, Arab Rep.",EGY,2017,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,51.6363296347089
"Egypt, Arab Rep.",EGY,2016,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,75.7802628549375
"Egypt, Arab Rep.",EGY,2015,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,62.4021118014875
"Egypt, Arab Rep.",EGY,2014,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,42.4545283907158
"Egypt, Arab Rep.",EGY,2013,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,43.9729646498209
"Egypt, Arab Rep.",EGY,2012,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,45.0220676190345
"Egypt, Arab Rep.",EGY,2011,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,45.6478017064659
"Egypt, Arab Rep.",EGY,2010,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,42.7726758082778
"Egypt, Arab Rep.",EGY,2009,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,46.9566800022919
"Egypt, Arab Rep.",EGY,2008,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,47.1355184735568
"Egypt, Arab Rep.",EGY,2007,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,52.5800028222456
"Egypt, Arab Rep.",EGY,2006,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,76.7154154305427
"Egypt, Arab Rep.",EGY,2005,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,83.5502670566404
"Egypt, Arab Rep.",EGY,2004,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,87.3462501360618
"Egypt, Arab Rep.",EGY,2003,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,79.3503798597177
"Egypt, Arab Rep.",EGY,2002,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,76.4684639239672
"Egypt, Arab Rep.",EGY,2001,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,73.8357456188617
"Egypt, Arab Rep.",EGY,2000,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,86.2566546497814
"Egypt, Arab Rep.",EGY,1999,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,82.0750121773015
"Egypt, Arab Rep.",EGY,1998,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,91.1383657587549
"Egypt, Arab Rep.",EGY,1997,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,94.7013431656571
"Egypt, Arab Rep.",EGY,1996,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,94.7993447993448
"Egypt, Arab Rep.",EGY,1995,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,94.3474455244852
"Egypt, Arab Rep.",EGY,1994,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,80.1417246652429
"Egypt, Arab Rep.",EGY,1993,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,99.9385079686795
"Egypt, Arab Rep.",EGY,1992,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,96.3896795256985
"Egypt, Arab Rep.",EGY,1991,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,98.0067019737659
"Egypt, Arab Rep.",EGY,1990,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,111.723209094944
"Egypt, Arab Rep.",EGY,1989,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,106.842727272727
"Egypt, Arab Rep.",EGY,1988,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,113.269230769231
"Egypt, Arab Rep.",EGY,1987,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,118.871480739781
"Egypt, Arab Rep.",EGY,1986,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,118.31184056272
"Egypt, Arab Rep.",EGY,1985,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,100.641025641026
"Egypt, Arab Rep.",EGY,1984,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,106.559571619813
"Egypt, Arab Rep.",EGY,1983,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,103.293963254593
"Egypt, Arab Rep.",EGY,1982,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,96.3798147245246
"Egypt, Arab Rep.",EGY,1981,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,118.260942198463
"Egypt, Arab Rep.",EGY,1980,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,131.004280592017
"Egypt, Arab Rep.",EGY,1979,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,169.276889025859
"Egypt, Arab Rep.",EGY,1978,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,184.93234814928
"Egypt, Arab Rep.",EGY,1977,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,191.590429771536
"Egypt, Arab Rep.",EGY,1976,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,204.001132860761
"Egypt, Arab Rep.",EGY,1975,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,220.265447833348
"Egypt, Arab Rep.",EGY,1974,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,219.569672131148
"Egypt, Arab Rep.",EGY,1973,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,307.123006833713
"Egypt, Arab Rep.",EGY,1972,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,156.629395062791
"Egypt, Arab Rep.",EGY,1971,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,192.156862745098
"Egypt, Arab Rep.",EGY,1970,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,193.569871262458
"Egypt, Arab Rep.",EGY,1969,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,196.316529060876
"Egypt, Arab Rep.",EGY,1968,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,163.270785659802
"Egypt, Arab Rep.",EGY,1967,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,141.542727501891
"Egypt, Arab Rep.",EGY,1966,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,137.321471163478
"Egypt, Arab Rep.",EGY,1965,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,176.200615834247
"Egypt, Arab Rep.",EGY,1964,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,174.636019717987
"Egypt, Arab Rep.",EGY,1963,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,189.36186263416
"Egypt, Arab Rep.",EGY,1962,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,169.910409556314
"Egypt, Arab Rep.",EGY,1961,Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,183.371050141911
"Egypt, Arab Rep.",EGY,2018,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,569.123241719389
"Egypt, Arab Rep.",EGY,2017,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,569.123241719389
"Egypt, Arab Rep.",EGY,2016,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,565.996692796602
"Egypt, Arab Rep.",EGY,2015,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,566.772385319663
"Egypt, Arab Rep.",EGY,2014,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,522.576026725349
"Egypt, Arab Rep.",EGY,2013,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,500.928739978656
"Egypt, Arab Rep.",EGY,2012,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,462.990455991516
"Egypt, Arab Rep.",EGY,2011,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,503.561253561254
"Egypt, Arab Rep.",EGY,2010,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,473.372781065089
"Egypt, Arab Rep.",EGY,2009,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,483.079056865465
"Egypt, Arab Rep.",EGY,2008,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,520.249810749432
"Egypt, Arab Rep.",EGY,2007,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,523.166926677067
"Egypt, Arab Rep.",EGY,2006,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,586.564299424184
"Egypt, Arab Rep.",EGY,2005,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,600.078033554428
"Egypt, Arab Rep.",EGY,2004,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,541.281618887015
"Egypt, Arab Rep.",EGY,2003,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,477.666896077082
"Egypt, Arab Rep.",EGY,2002,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,454.359673024523
"Egypt, Arab Rep.",EGY,2001,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,457.30443900734
"Egypt, Arab Rep.",EGY,2000,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,449.743305962156
"Egypt, Arab Rep.",EGY,1999,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,393.954575818303
"Egypt, Arab Rep.",EGY,1998,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,419.215211804039
"Egypt, Arab Rep.",EGY,1997,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,388.187857153139
"Egypt, Arab Rep.",EGY,1996,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,427.04928314751
"Egypt, Arab Rep.",EGY,1995,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,399.858004969826
"Egypt, Arab Rep.",EGY,1994,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,322.749994258725
"Egypt, Arab Rep.",EGY,1993,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,377.702604560848
"Egypt, Arab Rep.",EGY,1992,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,335.505949649751
"Egypt, Arab Rep.",EGY,1991,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,424.966916629907
"Egypt, Arab Rep.",EGY,1990,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,419.853765323993
"Egypt, Arab Rep.",EGY,1989,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,409.501742160279
"Egypt, Arab Rep.",EGY,1988,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,433.463203463203
"Egypt, Arab Rep.",EGY,1987,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,441.04020979021
"Egypt, Arab Rep.",EGY,1986,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,435.375323554789
"Egypt, Arab Rep.",EGY,1985,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,374.620390455531
"Egypt, Arab Rep.",EGY,1984,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,349.850127018451
"Egypt, Arab Rep.",EGY,1983,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,347.545413601561
"Egypt, Arab Rep.",EGY,1982,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,346.609738563238
"Egypt, Arab Rep.",EGY,1981,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,306.853055916775
"Egypt, Arab Rep.",EGY,1980,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,290.244969378828
"Egypt, Arab Rep.",EGY,1979,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,262.239583333333
"Egypt, Arab Rep.",EGY,1978,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,242.655949895616
"Egypt, Arab Rep.",EGY,1977,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,217.385754301721
"Egypt, Arab Rep.",EGY,1976,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,191.452234206472
"Egypt, Arab Rep.",EGY,1975,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,186.247491638796
"Egypt, Arab Rep.",EGY,1974,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,158.330254894717
"Egypt, Arab Rep.",EGY,1973,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,148.542416452442
"Egypt, Arab Rep.",EGY,1972,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,153.650275229358
"Egypt, Arab Rep.",EGY,1971,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,136.160877513711
"Egypt, Arab Rep.",EGY,1970,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,136.841467889908
"Egypt, Arab Rep.",EGY,1969,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,127.657614678899
"Egypt, Arab Rep.",EGY,1968,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,119.490882024563
"Egypt, Arab Rep.",EGY,1967,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,104.213066072754
"Egypt, Arab Rep.",EGY,1966,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,107.292955646664
"Egypt, Arab Rep.",EGY,1965,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,130.758326878389
"Egypt, Arab Rep.",EGY,1964,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,125.792733278282
"Egypt, Arab Rep.",EGY,1963,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,114.429341069208
"Egypt, Arab Rep.",EGY,1962,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,98.2170160295931
"Egypt, Arab Rep.",EGY,1961,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,96.9503801520608
"Egypt, Arab Rep.",EGY,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,38359.688
"Egypt, Arab Rep.",EGY,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,38359.688
"Egypt, Arab Rep.",EGY,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,37337.654
"Egypt, Arab Rep.",EGY,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,37898.771
"Egypt, Arab Rep.",EGY,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,37151.9
"Egypt, Arab Rep.",EGY,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,37309.7
"Egypt, Arab Rep.",EGY,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,36960
"Egypt, Arab Rep.",EGY,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,36200
"Egypt, Arab Rep.",EGY,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,36710
"Egypt, Arab Rep.",EGY,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,36890
"Egypt, Arab Rep.",EGY,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,35420
"Egypt, Arab Rep.",EGY,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,35380
"Egypt, Arab Rep.",EGY,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,35330
"Egypt, Arab Rep.",EGY,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,35230
"Egypt, Arab Rep.",EGY,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,34780
"Egypt, Arab Rep.",EGY,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,34090
"Egypt, Arab Rep.",EGY,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,34240
"Egypt, Arab Rep.",EGY,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,33380
"Egypt, Arab Rep.",EGY,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,32910
"Egypt, Arab Rep.",EGY,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,34830
"Egypt, Arab Rep.",EGY,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,32596.2
"Egypt, Arab Rep.",EGY,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,32449.2
"Egypt, Arab Rep.",EGY,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,31764.6
"Egypt, Arab Rep.",EGY,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,32830
"Egypt, Arab Rep.",EGY,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,30126.6
"Egypt, Arab Rep.",EGY,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,30151.8
"Egypt, Arab Rep.",EGY,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,29962.8
"Egypt, Arab Rep.",EGY,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,26430
"Egypt, Arab Rep.",EGY,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,26480
"Egypt, Arab Rep.",EGY,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,25710
"Egypt, Arab Rep.",EGY,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,25810
"Egypt, Arab Rep.",EGY,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,25470
"Egypt, Arab Rep.",EGY,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,25670
"Egypt, Arab Rep.",EGY,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,24970
"Egypt, Arab Rep.",EGY,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,24582.6
"Egypt, Arab Rep.",EGY,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,24347.4
"Egypt, Arab Rep.",EGY,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,24452.4
"Egypt, Arab Rep.",EGY,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,24680
"Egypt, Arab Rep.",EGY,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,24450
"Egypt, Arab Rep.",EGY,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,24470
"Egypt, Arab Rep.",EGY,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,25400
"Egypt, Arab Rep.",EGY,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,26350
"Egypt, Arab Rep.",EGY,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,27300
"Egypt, Arab Rep.",EGY,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,28250
"Egypt, Arab Rep.",EGY,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,28430
"Egypt, Arab Rep.",EGY,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,28550
"Egypt, Arab Rep.",EGY,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,28550
"Egypt, Arab Rep.",EGY,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,28520
"Egypt, Arab Rep.",EGY,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,28430
"Egypt, Arab Rep.",EGY,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,28350
"Egypt, Arab Rep.",EGY,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,28010
"Egypt, Arab Rep.",EGY,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,28010
"Egypt, Arab Rep.",EGY,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,27800
"Egypt, Arab Rep.",EGY,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,26720
"Egypt, Arab Rep.",EGY,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,25060
"Egypt, Arab Rep.",EGY,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,24900
"Egypt, Arab Rep.",EGY,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,25050
"Egypt, Arab Rep.",EGY,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,25680
"Egypt, Arab Rep.",EGY,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.85350223517002
"Egypt, Arab Rep.",EGY,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.85350223517002
"Egypt, Arab Rep.",EGY,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.75083168416294
"Egypt, Arab Rep.",EGY,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.80719985936009
"Egypt, Arab Rep.",EGY,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.73217137977799
"Egypt, Arab Rep.",EGY,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.74802350695665
"Egypt, Arab Rep.",EGY,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.71289366618112
"Egypt, Arab Rep.",EGY,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.63654628559948
"Egypt, Arab Rep.",EGY,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.68777939625295
"Egypt, Arab Rep.",EGY,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.70586167060124
"Egypt, Arab Rep.",EGY,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.55818976342358
"Egypt, Arab Rep.",EGY,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.55417148023507
"Egypt, Arab Rep.",EGY,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.54914862624943
"Egypt, Arab Rep.",EGY,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.53910291827817
"Egypt, Arab Rep.",EGY,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.49389723240745
"Egypt, Arab Rep.",EGY,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.4245818474057
