Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","221","Almonds, with shell","2014","2014","tonnes","293","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","221","Almonds, with shell","2015","2015","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","221","Almonds, with shell","2016","2016","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","221","Almonds, with shell","2017","2017","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","221","Almonds, with shell","2018","2018","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","221","Almonds, with shell","2014","2014","tonnes","596","X","International reliable sources"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","221","Almonds, with shell","2016","2016","tonnes","586","*","Unofficial figure"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","221","Almonds, with shell","2017","2017","tonnes","73","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","221","Almonds, with shell","2018","2018","tonnes","112","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","221","Almonds, with shell","2014","2014","tonnes","-293","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","221","Almonds, with shell","2015","2015","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","221","Almonds, with shell","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","221","Almonds, with shell","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","221","Almonds, with shell","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","221","Almonds, with shell","2014","2014","tonnes","0","*","Unofficial figure"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","221","Almonds, with shell","2016","2016","tonnes","0","X","International reliable sources"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","221","Almonds, with shell","2017","2017","tonnes","29","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","221","Almonds, with shell","2018","2018","tonnes","38","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5164","Tourist consumption","221","Almonds, with shell","2014","2014","tonnes","2","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5164","Tourist consumption","221","Almonds, with shell","2015","2015","tonnes","1","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5164","Tourist consumption","221","Almonds, with shell","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5164","Tourist consumption","221","Almonds, with shell","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5164","Tourist consumption","221","Almonds, with shell","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","221","Almonds, with shell","2014","2014","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","221","Almonds, with shell","2015","2015","tonnes","-1","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","221","Almonds, with shell","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","221","Almonds, with shell","2017","2017","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5166","Residuals","221","Almonds, with shell","2018","2018","tonnes","0","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","221","Almonds, with shell","2014","2014","tonnes","887","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","221","Almonds, with shell","2015","2015","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","221","Almonds, with shell","2016","2016","tonnes","585","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","221","Almonds, with shell","2017","2017","tonnes","44","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5141","Food supply quantity (tonnes)","221","Almonds, with shell","2018","2018","tonnes","73","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","664","Food supply (kcal/capita/day)","221","Almonds, with shell","2014","2014","kcal/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","664","Food supply (kcal/capita/day)","221","Almonds, with shell","2015","2015","kcal/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","664","Food supply (kcal/capita/day)","221","Almonds, with shell","2016","2016","kcal/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","664","Food supply (kcal/capita/day)","221","Almonds, with shell","2017","2017","kcal/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","664","Food supply (kcal/capita/day)","221","Almonds, with shell","2018","2018","kcal/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","665","Food supply quantity (g/capita/day)","221","Almonds, with shell","2014","2014","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","665","Food supply quantity (g/capita/day)","221","Almonds, with shell","2015","2015","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","665","Food supply quantity (g/capita/day)","221","Almonds, with shell","2016","2016","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","665","Food supply quantity (g/capita/day)","221","Almonds, with shell","2017","2017","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","665","Food supply quantity (g/capita/day)","221","Almonds, with shell","2018","2018","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","674","Protein supply quantity (g/capita/day)","221","Almonds, with shell","2014","2014","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","674","Protein supply quantity (g/capita/day)","221","Almonds, with shell","2015","2015","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","674","Protein supply quantity (g/capita/day)","221","Almonds, with shell","2016","2016","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","674","Protein supply quantity (g/capita/day)","221","Almonds, with shell","2017","2017","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","674","Protein supply quantity (g/capita/day)","221","Almonds, with shell","2018","2018","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","684","Fat supply quantity (g/capita/day)","221","Almonds, with shell","2014","2014","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","684","Fat supply quantity (g/capita/day)","221","Almonds, with shell","2015","2015","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","684","Fat supply quantity (g/capita/day)","221","Almonds, with shell","2016","2016","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","684","Fat supply quantity (g/capita/day)","221","Almonds, with shell","2017","2017","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","684","Fat supply quantity (g/capita/day)","221","Almonds, with shell","2018","2018","g/capita/day","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","261","Calories/Year","221","Almonds, with shell","2014","2014","million kcal","2094","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","261","Calories/Year","221","Almonds, with shell","2015","2015","million kcal","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","261","Calories/Year","221","Almonds, with shell","2016","2016","million kcal","1382","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","261","Calories/Year","221","Almonds, with shell","2017","2017","million kcal","104","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","261","Calories/Year","221","Almonds, with shell","2018","2018","million kcal","173","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","271","Proteins/Year","221","Almonds, with shell","2014","2014","tonnes","71","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","271","Proteins/Year","221","Almonds, with shell","2015","2015","tonnes","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","271","Proteins/Year","221","Almonds, with shell","2016","2016","tonnes","47","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","271","Proteins/Year","221","Almonds, with shell","2017","2017","tonnes","4","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","271","Proteins/Year","221","Almonds, with shell","2018","2018","tonnes","6","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","281","Fats/Year","221","Almonds, with shell","2014","2014","tonnes","185","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","281","Fats/Year","221","Almonds, with shell","2015","2015","tonnes","0","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","281","Fats/Year","221","Almonds, with shell","2016","2016","tonnes","122","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","281","Fats/Year","221","Almonds, with shell","2017","2017","tonnes","9","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","281","Fats/Year","221","Almonds, with shell","2018","2018","tonnes","15","Fc","Calculated data"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","711","Anise, badian, fennel, coriander","2014","2014","tonnes","8578","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","711","Anise, badian, fennel, coriander","2015","2015","tonnes","0","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","711","Anise, badian, fennel, coriander","2016","2016","tonnes","4316","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","711","Anise, badian, fennel, coriander","2017","2017","tonnes","22858","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5113","Opening stocks","711","Anise, badian, fennel, coriander","2018","2018","tonnes","16514","F","FAO estimate"
"SCL","Supply Utilization Accounts","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2014","2014","tonnes","27327","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2015","2015","tonnes","27630","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2016","2016","tonnes","27932","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2017","2017","tonnes","28265","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5510","Production","711","Anise, badian, fennel, coriander","2018","2018","tonnes","28598","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","711","Anise, badian, fennel, coriander","2014","2014","tonnes","11110","*","Unofficial figure"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","711","Anise, badian, fennel, coriander","2015","2015","tonnes","29747","","Official data"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","711","Anise, badian, fennel, coriander","2016","2016","tonnes","49154","","Official data"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","711","Anise, badian, fennel, coriander","2017","2017","tonnes","9909","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5610","Import Quantity","711","Anise, badian, fennel, coriander","2018","2018","tonnes","13101","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","711","Anise, badian, fennel, coriander","2014","2014","tonnes","-8578","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","711","Anise, badian, fennel, coriander","2015","2015","tonnes","4316","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","711","Anise, badian, fennel, coriander","2016","2016","tonnes","18542","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","711","Anise, badian, fennel, coriander","2017","2017","tonnes","-6344","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5071","Stock Variation","711","Anise, badian, fennel, coriander","2018","2018","tonnes","-8739","Im","FAO data based on imputation methodology"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","711","Anise, badian, fennel, coriander","2014","2014","tonnes","16194","*","Unofficial figure"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","711","Anise, badian, fennel, coriander","2015","2015","tonnes","16251","*","Unofficial figure"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","711","Anise, badian, fennel, coriander","2016","2016","tonnes","19543","*","Unofficial figure"
"SCL","Supply Utilization Accounts","59","Egypt","5910","Export Quantity","711","Anise, badian, fennel, coriander","2017","2017","tonnes","6281","Im","FAO data based on imputation methodology"
