Entity,Code,Year,Agricultural irrigated land (% of total agricultural land)
Hungary,HUN,2016,1.84967815221507
Hungary,HUN,2017,1.91212521214407
Hungary,HUN,2018,1.6238670694864
India,IND,2001,32.2073057893366
India,IND,2002,31.5330084182543
India,IND,2003,30.7335963028921
India,IND,2004,31.6329868329868
India,IND,2005,32.8692137725814
India,IND,2006,33.8165486420686
India,IND,2007,34.9320788330921
India,IND,2008,34.6501109831606
India,IND,2009,35.3416487104871
India,IND,2010,34.4923791438579
India,IND,2011,35.3987866644404
India,IND,2012,36.3294775163937
India,IND,2013,36.7856069627931
India,IND,2014,37.900968723744
India,IND,2015,38.0594855126507
Indonesia,IDN,2002,16.0831032979805
Indonesia,IDN,2003,11.3810139983531
Indonesia,IDN,2004,14.4211670351909
Indonesia,IDN,2005,15.2104308914863
Iran,IRN,2001,12.5675696849098
Iran,IRN,2002,12.7381175441884
Iran,IRN,2003,12.9106045281257
Iran,IRN,2004,13.0819092516205
Iran,IRN,2005,17.9987823056413
Iran,IRN,2006,18.2124049151551
Iran,IRN,2007,18.4219832338319
Iran,IRN,2008,17.4702795330406
Iran,IRN,2009,16.9801782967986
Iran,IRN,2010,16.9013781870845
Iran,IRN,2011,16.8220793833499
Iran,IRN,2012,16.7422771365183
Iran,IRN,2013,16.7145406275841
Iran,IRN,2014,16.5804935370153
Iran,IRN,2015,16.5804935370153
Iran,IRN,2016,16.5804935370153
Israel,ISR,2001,31.5508021390374
Israel,ISR,2002,30.9058614564831
Israel,ISR,2006,35.6721698113208
Israel,ISR,2007,30.0135109052306
Israel,ISR,2009,28.3773440489858
Israel,ISR,2010,32.5867195242815
Israel,ISR,2013,31.8854507015184
Israel,ISR,2014,38.4787055979171
Israel,ISR,2015,38.73384528938
Israel,ISR,2016,39.2669172932331
Israel,ISR,2017,33.5313001605136
Israel,ISR,2018,33.5151612385689
Italy,ITA,2001,15.9398787253258
Italy,ITA,2003,18.3336687462266
Italy,ITA,2005,17.7320846905537
Italy,ITA,2007,18.8250247140234
Italy,ITA,2010,16.8274264018202
Italy,ITA,2013,19.0829053558327
Italy,ITA,2016,19.926631283172
Jamaica,JAM,2010,6.91441441441441
Japan,JPN,2001,35.468391404131
Japan,JPN,2002,35.3348729792148
Japan,JPN,2003,35.0506756756757
Japan,JPN,2004,35.9991514637251
Japan,JPN,2005,36.2745098039216
Japan,JPN,2006,36.0522372083066
Japan,JPN,2007,35.8924731182796
Japan,JPN,2008,35.0907519446845
Japan,JPN,2009,35.170318941202
Japan,JPN,2010,35.3799259743087
Japan,JPN,2011,34.5099758824819
Japan,JPN,2012,34.7109254781271
Japan,JPN,2013,35.1917144116351
Japan,JPN,2014,34.8162903939796
Jordan,JOR,2001,7.14285714285714
Jordan,JOR,2002,7.31707317073171
Jordan,JOR,2003,7.06467661691542
Jordan,JOR,2004,7.32883317261331
Jordan,JOR,2005,7.89733464955577
Jordan,JOR,2006,7.4852652259332
Jordan,JOR,2007,7.47430706944877
Jordan,JOR,2008,9.54241645244216
Jordan,JOR,2009,9.24878048780488
Jordan,JOR,2010,9.61787887857927
Jordan,JOR,2011,9.60502692998205
Jordan,JOR,2012,9.15877117427505
Jordan,JOR,2013,9.78610637895135
Jordan,JOR,2014,9.86842105263158
Jordan,JOR,2015,9.79835274069866
Jordan,JOR,2016,10.0003752486022
Jordan,JOR,2017,8.58987090367428
Jordan,JOR,2018,8.25993345077315
Kazakhstan,KAZ,2010,0.582514972706986
Kazakhstan,KAZ,2014,0.785011397633019
Kazakhstan,KAZ,2015,0.79635734258394
Kazakhstan,KAZ,2016,0.809324363757104
Kazakhstan,KAZ,2017,0.821131676146481
Kazakhstan,KAZ,2018,0.817685900299255
Kenya,KEN,2001,0.0447110548083013
Kenya,KEN,2002,0.0261018718770975
Kenya,KEN,2003,0.111632060727841
Kenya,KEN,2004,0.0407528156490812
Kenya,KEN,2005,0.0407377231316199
Kenya,KEN,2006,0.0462038885192578
Kenya,KEN,2007,0.0354636128555597
Kenya,KEN,2008,0.0335979324349271
Kenya,KEN,2009,0.0370166758292102
Kyrgyzstan,KGZ,2001,9.53043801039347
Kyrgyzstan,KGZ,2002,9.53043801039347
Kyrgyzstan,KGZ,2003,9.47416974169742
Kyrgyzstan,KGZ,2004,9.49860724233983
Kyrgyzstan,KGZ,2005,9.31596091205212
Kyrgyzstan,KGZ,2006,9.30845859231579
Kyrgyzstan,KGZ,2007,9.31342393229312
Kyrgyzstan,KGZ,2008,9.30531732418525
Kyrgyzstan,KGZ,2009,9.39504393772428
Kyrgyzstan,KGZ,2010,9.40453641666431
Kyrgyzstan,KGZ,2011,9.42263279445728
Kyrgyzstan,KGZ,2012,9.43982325115897
Kyrgyzstan,KGZ,2013,9.50012788087186
Kyrgyzstan,KGZ,2014,9.50166238834528
Kyrgyzstan,KGZ,2015,9.50341979121275
Kyrgyzstan,KGZ,2016,9.5208279970781
Kyrgyzstan,KGZ,2017,9.52362880807583
Kyrgyzstan,KGZ,2018,9.52349330727709
Laos,LAO,2003,15.7095761381476
Laos,LAO,2004,9.275950668037
Laos,LAO,2005,13.6377833753149
Laos,LAO,2011,11.4210410718208
Laos,LAO,2012,11.6572422792518
Laos,LAO,2013,12.1627408993576
Laos,LAO,2014,11.1885245901639
Latvia,LVA,2007,0.0337139749864057
Latvia,LVA,2010,0.0393351800554017
Latvia,LVA,2013,0.0218433670751199
Latvia,LVA,2016,0.0310719834282755
Lebanon,LBN,2003,18.9792663476874
Lebanon,LBN,2004,19.7399342002193
Lebanon,LBN,2005,20.0612557427259
Lebanon,LBN,2006,20.9131075110457
Lebanon,LBN,2007,20.2333481022006
Lesotho,LSO,2008,0.0338696020321761
Lesotho,LSO,2009,0.0342026507054297
Lesotho,LSO,2010,0.0343938091143594
Lesotho,LSO,2011,0.0389273356401384
Lesotho,LSO,2012,0.048133724237518
Lesotho,LSO,2013,0.0532836019714933
Lithuania,LTU,2005,0.0081071554458935
Lithuania,LTU,2007,0.0370933639971809
Lithuania,LTU,2008,0.047902398862318
Lithuania,LTU,2009,0.0483451097062105
Lithuania,LTU,2010,0.0541066984092631
Lithuania,LTU,2013,0.0553365151829564
Lithuania,LTU,2016,0.0710924540438065
Madagascar,MDG,2001,2.17907597385109
Madagascar,MDG,2002,2.17907597385109
Madagascar,MDG,2003,2.17907597385109
Madagascar,MDG,2004,2.17907597385109
Madagascar,MDG,2005,2.17641161078913
Madagascar,MDG,2006,2.17641161078913
Madagascar,MDG,2007,2.17641161078913
Madagascar,MDG,2008,2.17630517178139
Madagascar,MDG,2009,2.17630517178139
Malawi,MWI,2005,0.579150579150579
Malawi,MWI,2006,0.529801324503311
Malawi,MWI,2007,0.74222668004012
Malawi,MWI,2008,0.533578656853726
Malaysia,MYS,2013,5.5091633268398
Malaysia,MYS,2015,5.15754430878988
Malta,MLT,2003,20.1923076923077
Malta,MLT,2005,25.8064516129032
Malta,MLT,2007,30.1075268817204
Malta,MLT,2008,30.1075268817204
Malta,MLT,2009,30.1075268817204
Malta,MLT,2010,33.8818973862536
Malta,MLT,2011,33.8818973862536
Malta,MLT,2012,33.9805825242718
Malta,MLT,2013,36.1681329423265
Malta,MLT,2014,36.1681329423265
Malta,MLT,2015,36.1681329423265
Malta,MLT,2016,33.718689788054
Malta,MLT,2017,33.718689788054
Malta,MLT,2018,33.718689788054
Mauritania,MRT,2004,0.0575880587983157
Mauritius,MUS,2002,21
Mauritius,MUS,2003,22.2222222222222
Mauritius,MUS,2004,21.4285714285714
Mauritius,MUS,2005,21.875
Mauritius,MUS,2006,22.3404255319149
Mauritius,MUS,2007,22.8260869565217
Mauritius,MUS,2008,23.0769230769231
Mauritius,MUS,2009,23.0769230769231
Mauritius,MUS,2010,21.978021978022
Mauritius,MUS,2011,22.4719101123595
Mauritius,MUS,2012,21.8390804597701
Mauritius,MUS,2013,22.093023255814
Mauritius,MUS,2014,19.7674418604651
Mauritius,MUS,2015,19.3023255813953
Mauritius,MUS,2016,19.5348837209302
Mauritius,MUS,2017,19.1860465116279
Mauritius,MUS,2018,20.2325581395349
Mexico,MEX,2003,1.90708587517597
Mexico,MEX,2004,1.95270714084639
Mexico,MEX,2005,5.05489349723187
Mexico,MEX,2006,5.06709205217228
Mexico,MEX,2007,4.97750702905342
Mexico,MEX,2008,5.4070977188656
Mexico,MEX,2009,5.44274284829781
Mexico,MEX,2010,5.75045700283925
Mexico,MEX,2011,6.27613439018948
Mexico,MEX,2012,5.60124537390589
Mexico,MEX,2013,5.70354182662965
Mexico,MEX,2014,5.78756890549962
Moldova,MDA,2001,11.0673493501378
Moldova,MDA,2002,9.00552486187845
Moldova,MDA,2003,9.02294303797468
Moldova,MDA,2004,9.04440919904837
Moldova,MDA,2005,9.12765106042417
Moldova,MDA,2006,9.1864679822795
Moldova,MDA,2007,9.05432595573441
Moldova,MDA,2008,9.18984280532043
Moldova,MDA,2009,9.22330097087379
Moldova,MDA,2010,9.24949290060852
Moldova,MDA,2014,9.84449244060475
Moldova,MDA,2015,9.83175150992235
Moldova,MDA,2016,9.83217567625868
Moldova,MDA,2017,9.83472144305873
Moldova,MDA,2018,9.84449071817819
Mongolia,MNG,2015,0.0397661853873169
Mongolia,MNG,2016,0.0314369070521612
Mongolia,MNG,2017,0.0317272332204578
Mongolia,MNG,2018,0.032177585006127
Morocco,MAR,2004,4.29746013781166
Morocco,MAR,2005,4.3049118009937
Morocco,MAR,2006,3.87998397114807
Morocco,MAR,2007,4.08611481975968
Morocco,MAR,2008,4.39278209532704
Morocco,MAR,2009,4.5679374454214
Morocco,MAR,2010,4.54810709510042
Morocco,MAR,2011,4.6057308379673
Mozambique,MOZ,2001,0.106340094096383
Myanmar,MMR,2003,22.8373702422145
Myanmar,MMR,2004,23.1997834325934
Myanmar,MMR,2005,23.404066412146
Myanmar,MMR,2006,24.8081400362163
Myanmar,MMR,2007,24.7580106809079
Nepal,NPL,2001,27.4242779995304
Nepal,NPL,2002,27.5406743692525
Nepal,NPL,2003,27.6318902294772
Nepal,NPL,2004,27.6908487434803
Nepal,NPL,2005,27.7962874821514
Nepal,NPL,2006,24.6356033452808
Nepal,NPL,2007,25.4200672107537
Nepal,NPL,2008,25.8670520231214
Nepal,NPL,2009,26.4009661835749
Nepal,NPL,2010,29.738245273873
Netherlands,NLD,2005,4.79950456727048
Netherlands,NLD,2007,10.5516088591726
Netherlands,NLD,2010,7.31720343961972
Netherlands,NLD,2013,5.50985061701667
Netherlands,NLD,2016,11.0743801652893
New Zealand,NZL,2002,3.17381601785272
New Zealand,NZL,2007,4.43109602158962
New Zealand,NZL,2014,6.29722921914358
New Zealand,NZL,2015,6.53472740851382
Niger,NER,2005,0.152705690678459
Niger,NER,2009,0.236261477319446
Niger,NER,2010,0.1960120049111
Niger,NER,2011,0.214805988939346
Nigeria,NGA,2004,0.327362684819277
North Macedonia,MKD,2007,7.39776951672862
North Macedonia,MKD,2013,5.84126984126984
North Macedonia,MKD,2016,6.67462450592885
Norway,NOR,2004,4.23076923076923
Norway,NOR,2005,4.15057915057915
Norway,NOR,2006,5.41062801932367
Norway,NOR,2007,5.32945736434108
Norway,NOR,2010,4.33442688139974
Norway,NOR,2012,1.98025785656728
Norway,NOR,2013,1.97033296499757
Norway,NOR,2016,3.42594569316946
Oman,OMN,2009,5.08800880088009
Oman,OMN,2013,4.77773864036633
Oman,OMN,2014,4.84293562473588
Oman,OMN,2015,5.77196652719665
Oman,OMN,2016,5.88718662952646
Oman,OMN,2017,6.95079618711775
Oman,OMN,2018,6.91758802925512
Pakistan,PAK,2001,48.1986368062317
Pakistan,PAK,2002,48.9100965188157
Pakistan,PAK,2003,49.4544270126486
Pakistan,PAK,2004,52.1015397419892
Pakistan,PAK,2005,52.773529820659
Pakistan,PAK,2006,52.9403625294036
Pakistan,PAK,2007,53.0364035209508
Pakistan,PAK,2008,54.6257752102625
Pakistan,PAK,2009,55.0500325991439
Pakistan,PAK,2010,55.728959763918
Pakistan,PAK,2011,51.9534728406055
Pakistan,PAK,2012,51.4654909463994
Pakistan,PAK,2013,49.4487320837927
Pakistan,PAK,2014,51.2799293832064
Pakistan,PAK,2015,51.7374730677863
